word,korean_meaning,level,korean_example,english_translation,image_file,tts_word_en,tts_meaning_ko,tts_example_en,tts_example_ko,category,difficulty
evacuate,대피시키다,,소방관들은 주민들을 안전한 곳으로 대피시켰습니다.,The firefighters evacuated the residents to a safe place.,evacuate.png,evacuate_word_en.mp3,evacuate_meaning_ko.mp3,evacuate_example_en.mp3,evacuate_example_ko.mp3,위기탈출,3
evoke,환기시키다,,그 노래는 어린 시절의 추억을 환기시켰습니다.,The song evoked memories of childhood.,evoke.png,evoke_word_en.mp3,evoke_meaning_ko.mp3,evoke_example_en.mp3,evoke_example_ko.mp3,고급,4
exaggerate,과장하다,,그는 자신의 성공을 조금 과장했습니다.,He exaggerated his success a little.,exaggerate.png,exaggerate_word_en.mp3,exaggerate_meaning_ko.mp3,exaggerate_example_en.mp3,exaggerate_example_ko.mp3,고급,4
excellence,우수함,,그 학교는 교육의 우수함으로 유명합니다.,The school is famous for its excellence in education.,excellence.png,excellence_word_en.mp3,excellence_meaning_ko.mp3,excellence_example_en.mp3,excellence_example_ko.mp3,고급,4
exceptional,이례적인,,올해 겨울은 이례적으로 따뜻했습니다.,This winter was exceptionally warm.,exceptional.png,exceptional_word_en.mp3,exceptional_meaning_ko.mp3,exceptional_example_en.mp3,exceptional_example_ko.mp3,고급,4
excess,초과,,수하물 무게가 초과되어 추가 요금을 냈습니다.,"The luggage weight was in excess, so I paid an extra fee.",excess.png,excess_word_en.mp3,excess_meaning_ko.mp3,excess_example_en.mp3,excess_example_ko.mp3,고급,4
exclusion,제외,,그 규칙은 일부 학생들의 제외를 불러왔습니다.,The rule led to the exclusion of some students.,exclusion.png,exclusion_word_en.mp3,exclusion_meaning_ko.mp3,exclusion_example_en.mp3,exclusion_example_ko.mp3,고급,4
exclusive,독점적인,,그 회사는 이 제품에 대한 독점적인 판매권을 가지고 있습니다.,The company has exclusive sales rights for this product.,exclusive.png,exclusive_word_en.mp3,exclusive_meaning_ko.mp3,exclusive_example_en.mp3,exclusive_example_ko.mp3,고급,4
exclusively,오로지,,이 가게는 오로지 친환경 제품만 판매합니다.,This store sells exclusively eco-friendly products.,exclusively.png,exclusively_word_en.mp3,exclusively_meaning_ko.mp3,exclusively_example_en.mp3,exclusively_example_ko.mp3,고급,4
execute,실행하다,,팀은 계획을 빠르게 실행했습니다.,The team executed the plan quickly.,execute.png,execute_word_en.mp3,execute_meaning_ko.mp3,execute_example_en.mp3,execute_example_ko.mp3,고급,4
execution,실행,,좋은 아이디어도 실행이 없으면 소용없습니다.,Even a good idea is useless without execution.,execution.png,execution_word_en.mp3,execution_meaning_ko.mp3,execution_example_en.mp3,execution_example_ko.mp3,고급,4
exert,행사하다,,부모는 아이에게 큰 영향을 행사할 수 있습니다.,Parents can exert a strong influence on their children.,exert.png,exert_word_en.mp3,exert_meaning_ko.mp3,exert_example_en.mp3,exert_example_ko.mp3,고급,4
exile,추방,,그 작가는 정치적인 이유로 추방을 당했습니다.,The writer suffered exile for political reasons.,exile.png,exile_word_en.mp3,exile_meaning_ko.mp3,exile_example_en.mp3,exile_example_ko.mp3,고급,4
expenditure,지출,,이번 달 지출이 지난달보다 늘었다.,This month's expenditure increased compared to last month.,expenditure.png,expenditure_word_en.mp3,expenditure_meaning_ko.mp3,expenditure_example_en.mp3,expenditure_example_ko.mp3,고급,4
experimental,실험적인,,그 회사는 실험적인 디자인을 시도했다.,The company tried an experimental design.,experimental.png,experimental_word_en.mp3,experimental_meaning_ko.mp3,experimental_example_en.mp3,experimental_example_ko.mp3,고급,4
expire,만료되다,,내 여권은 다음 달에 만료된다.,My passport expires next month.,expire.png,expire_word_en.mp3,expire_meaning_ko.mp3,expire_example_en.mp3,expire_example_ko.mp3,고급,4
explicit,명확한,,선생님은 명확한 설명을 해 주셨다.,The teacher gave a clear explanation.,explicit.png,explicit_word_en.mp3,explicit_meaning_ko.mp3,explicit_example_en.mp3,explicit_example_ko.mp3,고급,4
explicitly,명백히,,그는 회의에서 자신의 의견을 명백히 말했다.,He explicitly stated his opinion at the meeting.,explicitly.png,explicitly_word_en.mp3,explicitly_meaning_ko.mp3,explicitly_example_en.mp3,explicitly_example_ko.mp3,고급,4
exploitation,착취,,그 회사는 노동자 착취로 비판을 받았다.,The company was criticized for the exploitation of workers.,exploitation.png,exploitation_word_en.mp3,exploitation_meaning_ko.mp3,exploitation_example_en.mp3,exploitation_example_ko.mp3,고급,4
explosive,폭발적인,,그 선수는 폭발적인 속도로 달렸다.,The athlete ran with explosive speed.,explosive.png,explosive_word_en.mp3,explosive_meaning_ko.mp3,explosive_example_en.mp3,explosive_example_ko.mp3,고급,4
extremist,극단주의자,,경찰은 그를 위험한 극단주의자로 보았다.,The police saw him as a dangerous extremist.,extremist.png,extremist_word_en.mp3,extremist_meaning_ko.mp3,extremist_example_en.mp3,extremist_example_ko.mp3,고급,4
facilitate,용이하게 하다,,새로운 앱은 온라인 결제를 용이하게 한다.,The new app facilitates online payments.,facilitate.png,facilitate_word_en.mp3,facilitate_meaning_ko.mp3,facilitate_example_en.mp3,facilitate_example_ko.mp3,고급,4
faction,파벌,,당 안의 두 파벌이 서로 다른 의견을 냈다.,Two factions within the party expressed different opinions.,faction.png,faction_word_en.mp3,faction_meaning_ko.mp3,faction_example_en.mp3,faction_example_ko.mp3,고급,4
faculty,학부,,그는 공과대학 학부에 입학했다.,He entered the faculty of engineering.,faculty.png,faculty_word_en.mp3,faculty_meaning_ko.mp3,faculty_example_en.mp3,faculty_example_ko.mp3,고급,4
fade,희미해지다,,오래된 사진의 색이 점점 희미해졌다.,The colors of the old photo gradually faded.,fade.png,fade_word_en.mp3,fade_meaning_ko.mp3,fade_example_en.mp3,fade_example_ko.mp3,고급,4
fairness,공정성,,심판은 경기의 공정성을 지켜야 한다.,The referee must maintain the fairness of the game.,fairness.png,fairness_word_en.mp3,fairness_meaning_ko.mp3,fairness_example_en.mp3,fairness_example_ko.mp3,고급,4
fatal,치명적인,,작은 실수가 치명적인 결과를 가져왔다.,A small mistake brought a fatal result.,fatal.png,fatal_word_en.mp3,fatal_meaning_ko.mp3,fatal_example_en.mp3,fatal_example_ko.mp3,위기탈출,3
fate,운명,,그들은 운명을 받아들이기로 했다.,They decided to accept their fate.,fate.png,fate_word_en.mp3,fate_meaning_ko.mp3,fate_example_en.mp3,fate_example_ko.mp3,고급,4
favourable,유리한,,우리 팀에게 유리한 조건이 만들어졌다.,Favorable conditions were created for our team.,favourable.png,favourable_word_en.mp3,favourable_meaning_ko.mp3,favourable_example_en.mp3,favourable_example_ko.mp3,고급,4
feat,위업,,그의 우승은 모두가 인정한 위업이었다.,His victory was a feat that everyone recognized.,feat.png,feat_word_en.mp3,feat_meaning_ko.mp3,feat_example_en.mp3,feat_example_ko.mp3,고급,4
feminist,페미니스트,,그 작가는 자신을 페미니스트라고 소개했다.,The writer introduced herself as a feminist.,feminist.png,feminist_word_en.mp3,feminist_meaning_ko.mp3,feminist_example_en.mp3,feminist_example_ko.mp3,고급,4
fibre,섬유,,이 옷은 자연 섬유로 만들어졌다.,This clothing was made from natural fibre.,fibre.png,fibre_word_en.mp3,fibre_meaning_ko.mp3,fibre_example_en.mp3,fibre_example_ko.mp3,고급,4
fierce,사나운,,사나운 개가 문 앞에서 짖고 있었다.,A fierce dog was barking in front of the door.,fierce.png,fierce_word_en.mp3,fierce_meaning_ko.mp3,fierce_example_en.mp3,fierce_example_ko.mp3,고급,4
film-maker,영화 제작자,,그 영화 제작자는 새로운 다큐멘터리를 만들고 있다.,The film-maker is making a new documentary.,film-maker.png,film-maker_word_en.mp3,film-maker_meaning_ko.mp3,film-maker_example_en.mp3,film-maker_example_ko.mp3,고급,4
filter,필터,,정수기의 필터를 새것으로 바꿨다.,I changed the water purifier's filter to a new one.,filter.png,filter_word_en.mp3,filter_meaning_ko.mp3,filter_example_en.mp3,filter_example_ko.mp3,고급,4
firearm,총기류,,그 지역에서는 총기류 소지가 엄격히 금지되어 있다.,Possession of firearms is strictly prohibited in that area.,firearm.png,firearm_word_en.mp3,firearm_meaning_ko.mp3,firearm_example_en.mp3,firearm_example_ko.mp3,고급,4
fixture,설비,,욕실의 오래된 설비를 교체했다.,We replaced the old fixtures in the bathroom.,fixture.png,fixture_word_en.mp3,fixture_meaning_ko.mp3,fixture_example_en.mp3,fixture_example_ko.mp3,고급,4
flaw,결함,,이 계획에는 큰 결함이 있다.,There is a major flaw in this plan.,flaw.png,flaw_word_en.mp3,flaw_meaning_ko.mp3,flaw_example_en.mp3,flaw_example_ko.mp3,고급,4
flawed,결점이 있는,,그 보고서는 결점이 있는 자료를 바탕으로 작성되었다.,The report was written based on flawed data.,flawed.png,flawed_word_en.mp3,flawed_meaning_ko.mp3,flawed_example_en.mp3,flawed_example_ko.mp3,고급,4
flee,도망치다,,사람들은 불을 피해 건물 밖으로 도망쳤다.,People fled out of the building to escape the fire.,flee.png,flee_word_en.mp3,flee_meaning_ko.mp3,flee_example_en.mp3,flee_example_ko.mp3,고급,4
fleet,함대,,그 나라의 함대가 항구에 도착했다.,The country's fleet arrived at the port.,fleet.png,fleet_word_en.mp3,fleet_meaning_ko.mp3,fleet_example_en.mp3,fleet_example_ko.mp3,고급,4
flesh,살,,그는 손가락의 살을 조금 베었다.,He cut a little flesh on his finger.,flesh.png,flesh_word_en.mp3,flesh_meaning_ko.mp3,flesh_example_en.mp3,flesh_example_ko.mp3,고급,4
flexibility,융통성,,이 회사는 근무 시간에 융통성이 있다.,This company has flexibility in working hours.,flexibility.png,flexibility_word_en.mp3,flexibility_meaning_ko.mp3,flexibility_example_en.mp3,flexibility_example_ko.mp3,고급,4
flourish,번창하다,,그 작은 마을은 관광업으로 번창했다.,The small town flourished through tourism.,flourish.png,flourish_word_en.mp3,flourish_meaning_ko.mp3,flourish_example_en.mp3,flourish_example_ko.mp3,고급,4
fluid,액체,,의사는 몸에 액체를 충분히 섭취하라고 말했다.,The doctor told me to take in enough fluids.,fluid.png,fluid_word_en.mp3,fluid_meaning_ko.mp3,fluid_example_en.mp3,fluid_example_ko.mp3,고급,4
footage,장면,,뉴스에서 사고 당시의 장면을 보여 주었다.,The news showed footage from the time of the accident.,footage.png,footage_word_en.mp3,footage_meaning_ko.mp3,footage_example_en.mp3,footage_example_ko.mp3,고급,4
foreigner,외국인,,그 외국인은 한국어를 아주 잘한다.,The foreigner speaks Korean very well.,foreigner.png,foreigner_word_en.mp3,foreigner_meaning_ko.mp3,foreigner_example_en.mp3,foreigner_example_ko.mp3,고급,4
forge,위조하다,,그는 친구의 서명을 위조했다.,He forged his friend's signature.,forge.png,forge_word_en.mp3,forge_meaning_ko.mp3,forge_example_en.mp3,forge_example_ko.mp3,고급,4
formula,공식,,학생들은 수학 공식을 외웠다.,The students memorized the math formula.,formula.png,formula_word_en.mp3,formula_meaning_ko.mp3,formula_example_en.mp3,formula_example_ko.mp3,고급,4
formulate,고안하다,,연구팀은 새로운 해결책을 고안했다.,The research team formulated a new solution.,formulate.png,formulate_word_en.mp3,formulate_meaning_ko.mp3,formulate_example_en.mp3,formulate_example_ko.mp3,고급,4
forth,앞으로,,그는 한 걸음 앞으로 나아갔다.,He stepped forth one step.,forth.png,forth_word_en.mp3,forth_meaning_ko.mp3,forth_example_en.mp3,forth_example_ko.mp3,고급,4
forthcoming,다가오는,,다가오는 회의에서 이 문제를 논의할 것이다.,We will discuss this issue at the forthcoming meeting.,forthcoming.png,forthcoming_word_en.mp3,forthcoming_meaning_ko.mp3,forthcoming_example_en.mp3,forthcoming_example_ko.mp3,고급,4
foster,촉진하다,,학교는 학생들의 창의력을 촉진하려고 노력한다.,The school tries to foster students' creativity.,foster.png,foster_word_en.mp3,foster_meaning_ko.mp3,foster_example_en.mp3,foster_example_ko.mp3,고급,4
fragile,깨지기 쉬운,,이 유리컵은 깨지기 쉬우니 조심하세요.,"This glass is fragile, so please be careful.",fragile.png,fragile_word_en.mp3,fragile_meaning_ko.mp3,fragile_example_en.mp3,fragile_example_ko.mp3,고급,4
franchise,프랜차이즈,,그는 유명 커피 프랜차이즈 매장을 열었다.,He opened a famous coffee franchise store.,franchise.png,franchise_word_en.mp3,franchise_meaning_ko.mp3,franchise_example_en.mp3,franchise_example_ko.mp3,고급,4
frankly,솔직히,,솔직히 말해서 나는 그 계획에 반대한다.,"Frankly speaking, I oppose that plan.",frankly.png,frankly_word_en.mp3,frankly_meaning_ko.mp3,frankly_example_en.mp3,frankly_example_ko.mp3,고급,4
frustrated,좌절한,,시험에 떨어진 그는 매우 좌절했다.,He was very frustrated after failing the exam.,frustrated.png,frustrated_word_en.mp3,frustrated_meaning_ko.mp3,frustrated_example_en.mp3,frustrated_example_ko.mp3,고급,4
frustrating,몹시 짜증나는,,컴퓨터가 계속 멈춰서 몹시 짜증났다.,It was frustrating because the computer kept freezing.,frustrating.png,frustrating_word_en.mp3,frustrating_meaning_ko.mp3,frustrating_example_en.mp3,frustrating_example_ko.mp3,고급,4
frustration,좌절,,그는 계속되는 실패로 좌절을 느꼈다.,He felt frustration from repeated failures.,frustration.png,frustration_word_en.mp3,frustration_meaning_ko.mp3,frustration_example_en.mp3,frustration_example_ko.mp3,고급,4
functional,기능적인,,이 가방은 작지만 매우 기능적이다.,This bag is small but very functional.,functional.png,functional_word_en.mp3,functional_meaning_ko.mp3,functional_example_en.mp3,functional_example_ko.mp3,고급,4
fundraising,모금,,학생들은 병원을 돕기 위해 모금 활동을 했다.,The students held a fundraising event to help the hospital.,fundraising.png,fundraising_word_en.mp3,fundraising_meaning_ko.mp3,fundraising_example_en.mp3,fundraising_example_ko.mp3,고급,4
funeral,장례식,,많은 사람들이 그의 장례식에 참석했다.,Many people attended his funeral.,funeral.png,funeral_word_en.mp3,funeral_meaning_ko.mp3,funeral_example_en.mp3,funeral_example_ko.mp3,고급,4
gallon,갤런,,그 차는 한 갤런으로 오래 달릴 수 있다.,That car can drive a long distance on one gallon.,gallon.png,gallon_word_en.mp3,gallon_meaning_ko.mp3,gallon_example_en.mp3,gallon_example_ko.mp3,고급,4
gambling,도박,,그는 도박 때문에 많은 돈을 잃었다.,He lost a lot of money because of gambling.,gambling.png,gambling_word_en.mp3,gambling_meaning_ko.mp3,gambling_example_en.mp3,gambling_example_ko.mp3,고급,4
gathering,모임,,이번 주말에 가족 모임이 있다.,There is a family gathering this weekend.,gathering.png,gathering_word_en.mp3,gathering_meaning_ko.mp3,gathering_example_en.mp3,gathering_example_ko.mp3,고급,4
